width,height,aspect_ratio_hw,mean_intensity,std_intensity,q25,median,q75,entropy,edge_density,hf_energy,dataset,path
498,429,0.8614457831325302,79.72449237509478,37.17461640719931,48.0,78.0,101.0,7.0931799201492,0.0410124297184979,211.1344455269505,TN5000,data_raw/TN5000_forReview/JPEGImages\000021.jpg
498,429,0.8614457831325302,69.95577648589696,35.88671784660621,42.0,64.0,92.0,7.0660165839606766,0.025479982699937946,172.01997334942382,TN5000,data_raw/TN5000_forReview/JPEGImages\000022.jpg
718,500,0.6963788300835655,65.76870194986073,38.34097838833376,39.0,59.0,90.0,6.981800652864866,0.03401503145761537,122.15652799332754,TN5000,data_raw/TN5000_forReview/JPEGImages\000023.jpg
439,368,0.8382687927107062,94.05811751015153,50.95979696823306,62.0,97.0,129.0,7.050001726426811,0.022333370659301008,117.47296626327294,TN5000,data_raw/TN5000_forReview/JPEGImages\000024.jpg
498,429,0.8614457831325302,68.50814914670336,35.48172396424577,40.0,63.0,88.0,6.931185965276787,0.035037326764324264,190.70487554198695,TN5000,data_raw/TN5000_forReview/JPEGImages\000025.jpg
498,429,0.8614457831325302,72.90623098454424,36.84481322244283,43.0,68.0,92.0,7.05429622875206,0.042032569247259254,216.10931651719503,TN5000,data_raw/TN5000_forReview/JPEGImages\000026.jpg
498,429,0.8614457831325302,75.2862873405042,35.95584229082585,47.0,70.0,95.0,7.047750272689305,0.034553113070949056,197.44164774888355,TN5000,data_raw/TN5000_forReview/JPEGImages\000027.jpg
498,429,0.8614457831325302,68.54290354892764,36.079049053635394,41.0,63.0,88.0,7.016943759084033,0.032780796931119426,145.802757591893,TN5000,data_raw/TN5000_forReview/JPEGImages\000028.jpg
498,429,0.8614457831325302,84.47790696585878,47.43098933616419,60.0,87.0,112.0,6.788041088829322,0.03424754132270257,212.37934450299147,TN5000,data_raw/TN5000_forReview/JPEGImages\000029.jpg
498,429,0.8614457831325302,80.83266867001807,47.65222219492804,52.0,83.0,108.0,6.82631779832457,0.03245171966377706,181.4696640883707,TN5000,data_raw/TN5000_forReview/JPEGImages\000030.jpg
498,429,0.8614457831325302,70.9285206092435,46.32581477296764,43.0,66.0,96.0,6.6458823961701405,0.030336222945147522,156.5380252817845,TN5000,data_raw/TN5000_forReview/JPEGImages\000031.jpg
718,500,0.6963788300835655,75.3986713091922,43.759621813935354,43.0,71.0,109.0,7.364587791232093,0.00964830637565228,75.75479528010924,TN5000,data_raw/TN5000_forReview/JPEGImages\000032.jpg
718,500,0.6963788300835655,73.06086072423399,52.23117782168779,29.0,70.0,107.0,7.4692406247918,0.018050047095585872,74.86269792648741,TN5000,data_raw/TN5000_forReview/JPEGImages\000033.jpg
718,500,0.6963788300835655,73.38934818941505,46.865163680091555,34.0,73.0,104.0,7.369494337620905,0.008127831674506614,76.17477875443775,TN5000,data_raw/TN5000_forReview/JPEGImages\000034.jpg
718,500,0.6963788300835655,67.34705013927577,50.813164889792716,21.0,58.0,102.0,7.331158350193127,0.010400158755446738,62.903818948919586,TN5000,data_raw/TN5000_forReview/JPEGImages\000035.jpg
718,500,0.6963788300835655,67.84703899721448,45.46265581423632,34.0,61.0,93.0,7.352691794134158,0.0095448917360523,64.57170687735238,TN5000,data_raw/TN5000_forReview/JPEGImages\000036.jpg
439,368,0.8382687927107062,51.53618649103694,44.3836374945406,13.0,37.0,79.0,6.492551227295012,0.024342751919176838,86.01494202338633,TN5000,data_raw/TN5000_forReview/JPEGImages\000037.jpg
439,368,0.8382687927107062,51.10766811924334,43.5877169755372,10.0,42.0,84.0,6.328117964644301,0.02316076294277929,83.05656205884912,TN5000,data_raw/TN5000_forReview/JPEGImages\000038.jpg
439,368,0.8382687927107062,52.27605353075171,46.00142083169303,10.0,38.0,86.0,6.288459759632807,0.025692707750115087,87.63639169081875,TN5000,data_raw/TN5000_forReview/JPEGImages\000039.jpg
439,368,0.8382687927107062,57.00453104882639,43.603084843780046,10.0,57.0,88.0,6.423050066715151,0.026644519925845746,98.12679454426579,TN5000,data_raw/TN5000_forReview/JPEGImages\000040.jpg
718,500,0.6963788300835655,42.22183286908078,46.70205585813078,2.0,19.0,76.0,6.2050158826846324,0.014466869582959504,124.60880532501004,TN5000,data_raw/TN5000_forReview/JPEGImages\000041.jpg
718,500,0.6963788300835655,41.35035933147633,48.05609527320227,2.0,16.0,72.0,6.20516963802566,0.017401609355391395,125.48895100205333,TN5000,data_raw/TN5000_forReview/JPEGImages\000042.jpg
718,500,0.6963788300835655,43.86466295264624,48.318425250649,2.0,24.0,76.0,6.25728118662806,0.02253600646201748,130.02899015908585,TN5000,data_raw/TN5000_forReview/JPEGImages\000043.jpg
718,500,0.6963788300835655,36.882935933147635,51.622772238160536,0.0,8.0,66.0,5.76319037209126,0.014852578238764838,115.77312365789139,TN5000,data_raw/TN5000_forReview/JPEGImages\000044.jpg
718,500,0.6963788300835655,54.11153760445683,47.04353728822291,12.0,46.0,81.0,7.130539761262917,0.015948214420472746,60.41739727188419,TN5000,data_raw/TN5000_forReview/JPEGImages\000045.jpg
718,500,0.6963788300835655,61.63158495821727,46.883518674282314,20.0,58.0,91.0,7.2467579695151265,0.0182932112481588,93.0537315180715,TN5000,data_raw/TN5000_forReview/JPEGImages\000046.jpg
718,500,0.6963788300835655,55.06771030640669,47.78699314002237,11.0,48.0,82.0,7.117219396945934,0.017351299530721134,83.87196438817979,TN5000,data_raw/TN5000_forReview/JPEGImages\000047.jpg
718,500,0.6963788300835655,64.46815877437326,56.21140265430816,10.0,59.0,103.0,7.223848872481501,0.018720844757856018,92.44776058134566,TN5000,data_raw/TN5000_forReview/JPEGImages\000048.jpg
718,500,0.6963788300835655,36.65094986072423,44.601708371171306,5.0,15.0,56.0,6.31330613088473,0.023075439582093057,118.11138983290698,TN5000,data_raw/TN5000_forReview/JPEGImages\000049.jpg
718,500,0.6963788300835655,30.89657381615599,38.82751148899958,5.0,12.0,46.0,6.1159445636604906,0.018125511832591264,109.87054136476524,TN5000,data_raw/TN5000_forReview/JPEGImages\000050.jpg
718,500,0.6963788300835655,35.235729805013925,44.2987107181676,3.0,9.0,64.0,6.084198515354588,0.017454714170321118,107.29952886392789,TN5000,data_raw/TN5000_forReview/JPEGImages\000051.jpg
718,500,0.6963788300835655,44.510632311977716,52.539032244970635,4.0,12.0,83.0,6.382147596460689,0.021457140221866327,117.78874266203978,TN5000,data_raw/TN5000_forReview/JPEGImages\000052.jpg
718,500,0.6963788300835655,42.883,49.46247531415449,3.0,12.0,82.0,6.291039734380267,0.020375478991455715,124.91402738364357,TN5000,data_raw/TN5000_forReview/JPEGImages\000053.jpg
718,500,0.6963788300835655,52.054158774373256,54.36889374649009,12.0,26.0,87.0,6.77366359329646,0.01002283507041978,71.88925466470161,TN5000,data_raw/TN5000_forReview/JPEGImages\000054.jpg
718,500,0.6963788300835655,51.56385793871866,52.92725222428654,12.0,27.0,84.0,6.766477542289924,0.01012624971001976,71.7224481753456,TN5000,data_raw/TN5000_forReview/JPEGImages\000055.jpg
718,500,0.6963788300835655,58.24576601671309,44.56349487403505,22.0,48.0,84.0,7.231290581857408,0.03482557863285846,128.85819282496607,TN5000,data_raw/TN5000_forReview/JPEGImages\000056.jpg
718,500,0.6963788300835655,38.27737604456824,45.06909401387884,5.0,11.0,72.0,6.1648688027247225,0.015797284946461963,101.04652228222055,TN5000,data_raw/TN5000_forReview/JPEGImages\000057.jpg
718,500,0.6963788300835655,46.971476323119774,40.05034637672537,12.0,39.0,73.0,6.912643676550613,0.03298088506161556,146.03945845428692,TN5000,data_raw/TN5000_forReview/JPEGImages\000058.jpg
818,628,0.7677261613691931,35.5580139535608,47.39089325638954,0.0,4.0,65.0,4.986796955617356,0.013456083738889898,203.00982147264605,TN5000,data_raw/TN5000_forReview/JPEGImages\000059.jpg
818,628,0.7677261613691931,36.25599761730491,46.3122464385633,0.0,4.0,70.0,4.846793737951661,0.013139837465032337,203.5967099021391,TN5000,data_raw/TN5000_forReview/JPEGImages\000060.jpg
718,500,0.6963788300835655,52.13587465181058,39.25384239199801,20.0,47.0,76.0,7.013717804216274,0.009019433567274018,97.42565996385352,TN5000,data_raw/TN5000_forReview/JPEGImages\000061.jpg
718,500,0.6963788300835655,51.03689972144847,39.13705288605088,19.0,43.0,77.0,7.005361357011273,0.011599209576754624,103.46603983403173,TN5000,data_raw/TN5000_forReview/JPEGImages\000062.jpg
718,500,0.6963788300835655,60.245445682451255,37.305184191463624,33.0,58.0,83.0,7.106947253177165,0.010271589203511625,102.9238112960422,TN5000,data_raw/TN5000_forReview/JPEGImages\000063.jpg
718,500,0.6963788300835655,58.45470194986073,33.3345573975249,33.0,56.0,77.0,6.977718670285816,0.012225287394873429,110.14848437663106,TN5000,data_raw/TN5000_forReview/JPEGImages\000064.jpg
718,500,0.6963788300835655,50.8983147632312,32.27150942053616,24.0,45.0,69.0,6.765906507487652,0.008770679434182171,84.8937129400753,TN5000,data_raw/TN5000_forReview/JPEGImages\000065.jpg
498,429,0.8614457831325302,102.34168843204988,29.685645791365953,83.0,100.0,119.0,6.7790362277261895,0.03254574174016059,192.12728113579647,TN5000,data_raw/TN5000_forReview/JPEGImages\000066.jpg
498,429,0.8614457831325302,99.42086293893523,28.51797949310279,82.0,97.0,114.0,6.708143142386138,0.02638259463321988,166.46928359130024,TN5000,data_raw/TN5000_forReview/JPEGImages\000067.jpg
498,429,0.8614457831325302,78.24775559112909,30.562426937277273,57.0,75.0,92.0,6.785208250894845,0.02495816017600933,147.9515795717215,TN5000,data_raw/TN5000_forReview/JPEGImages\000068.jpg
718,500,0.6963788300835655,82.8986713091922,52.49068873434232,35.0,82.0,120.0,7.542217214358709,0.011146421154722275,89.05211152723908,TN5000,data_raw/TN5000_forReview/JPEGImages\000069.jpg
439,368,0.8382687927107062,94.88222368030108,56.84785358221804,56.0,97.0,134.0,7.185709933833149,0.0629253605066378,210.71302737067873,TN5000,data_raw/TN5000_forReview/JPEGImages\000070.jpg
718,500,0.6963788300835655,44.21975487465181,50.996872892780594,6.0,19.0,71.0,6.602033129878832,0.020604668192731348,113.0485005646635,TN5000,data_raw/TN5000_forReview/JPEGImages\000071.jpg
718,500,0.6963788300835655,85.50256824512535,48.42169078265353,44.0,88.0,117.0,7.417740257047818,0.014165010634937938,103.7697116895428,TN5000,data_raw/TN5000_forReview/JPEGImages\000072.jpg
718,500,0.6963788300835655,98.22032033426184,52.44135981642728,60.0,97.0,130.0,7.620209668366755,0.022234147513995915,114.42913342337383,TN5000,data_raw/TN5000_forReview/JPEGImages\000073.jpg
718,500,0.6963788300835655,55.682300835654594,46.1463571880344,15.0,44.0,87.0,7.148810144631365,0.008343045924484952,64.88766498653719,TN5000,data_raw/TN5000_forReview/JPEGImages\000074.jpg
718,500,0.6963788300835655,45.70900835654596,42.210385039708974,10.0,33.0,73.0,6.883301626577289,0.006439657557793411,68.63553821040762,TN5000,data_raw/TN5000_forReview/JPEGImages\000075.jpg
498,429,0.8614457831325302,100.3821814062778,32.65091720494302,78.0,97.0,120.0,6.951282550640706,0.03610447733127738,192.681543593144,TN5000,data_raw/TN5000_forReview/JPEGImages\000076.jpg
498,429,0.8614457831325302,94.82827814755525,33.44322654176839,71.0,87.0,113.0,6.816835066410114,0.02878015758100002,162.98235777840128,TN5000,data_raw/TN5000_forReview/JPEGImages\000077.jpg
498,429,0.8614457831325302,94.82827814755525,33.44322654176839,71.0,87.0,113.0,6.816835066410114,0.02878015758100002,162.98235777840128,TN5000,data_raw/TN5000_forReview/JPEGImages\000078.jpg
498,429,0.8614457831325302,94.82827814755525,33.44322654176839,71.0,87.0,113.0,6.816835066410114,0.02878015758100002,162.98235777840128,TN5000,data_raw/TN5000_forReview/JPEGImages\000079.jpg
498,429,0.8614457831325302,97.56062478351635,33.64067159175519,73.0,92.0,117.0,6.911349962190463,0.025080388875307922,156.4578286940344,TN5000,data_raw/TN5000_forReview/JPEGImages\000080.jpg
718,500,0.6963788300835655,70.54293593314763,53.65840465844034,21.0,73.0,100.0,7.0088095364345095,0.02091770710179075,87.66591460921414,TN5000,data_raw/TN5000_forReview/JPEGImages\000081.jpg
718,500,0.6963788300835655,48.007133704735374,48.67290474823901,3.0,35.0,83.0,6.492071307342972,0.00882657923937135,56.01880139258172,TN5000,data_raw/TN5000_forReview/JPEGImages\000082.jpg
718,500,0.6963788300835655,53.34410863509749,52.23409028721612,2.0,42.0,95.0,6.490498295817601,0.006537482216874474,55.540060287631825,TN5000,data_raw/TN5000_forReview/JPEGImages\000083.jpg
718,500,0.6963788300835655,59.18371309192201,57.70309088747173,3.0,48.0,97.0,6.687558745634119,0.013217508936981355,66.11510774184094,TN5000,data_raw/TN5000_forReview/JPEGImages\000084.jpg
498,429,0.8614457831325302,97.48629482966832,32.428016953785786,73.0,93.0,116.0,6.874578143035167,0.026011207431504917,164.09936882244787,TN5000,data_raw/TN5000_forReview/JPEGImages\000085.jpg
718,500,0.6963788300835655,86.85705849582173,51.747973970641745,45.0,82.0,119.0,7.591548631736679,0.023053079660017385,81.87153407990414,TN5000,data_raw/TN5000_forReview/JPEGImages\000086.jpg
718,500,0.6963788300835655,84.46014484679665,55.663821003141955,42.0,76.0,118.0,7.642276527147558,0.025772605182470938,75.68267738526116,TN5000,data_raw/TN5000_forReview/JPEGImages\000087.jpg
498,429,0.8614457831325302,93.63448666460715,32.89416587410243,72.0,91.0,112.0,6.983668277663335,0.023340980462212526,155.48837402306933,TN5000,data_raw/TN5000_forReview/JPEGImages\000088.jpg
498,429,0.8614457831325302,103.31042117186695,39.79027774687027,75.0,96.0,125.0,7.184758231953369,0.031760657402358075,162.96247359910544,TN5000,data_raw/TN5000_forReview/JPEGImages\000089.jpg
498,429,0.8614457831325302,97.44316192508964,38.70707797564043,72.0,90.0,118.0,7.159841107265263,0.03030801632223246,156.6688025714067,TN5000,data_raw/TN5000_forReview/JPEGImages\000090.jpg
718,500,0.6963788300835655,37.13081615598886,42.79622283989259,5.0,14.0,65.0,6.314692367206538,0.013544522797338051,101.28221195478586,TN5000,data_raw/TN5000_forReview/JPEGImages\000091.jpg
718,500,0.6963788300835655,34.052880222841225,41.954165337870236,4.0,10.0,65.0,5.991548899348711,0.011828398778030259,97.17852223817988,TN5000,data_raw/TN5000_forReview/JPEGImages\000092.jpg
718,500,0.6963788300835655,38.373473537604454,42.37810975067654,6.0,13.0,75.0,6.19253053110124,0.012733975622094957,105.79016565445716,TN5000,data_raw/TN5000_forReview/JPEGImages\000093.jpg
718,500,0.6963788300835655,54.94570194986073,37.1824372448268,31.0,55.0,75.0,6.474923707944447,0.019360897527272117,127.60692840012675,TN5000,data_raw/TN5000_forReview/JPEGImages\000094.jpg
718,500,0.6963788300835655,53.604643454039,36.10152061471375,31.0,55.0,73.0,6.4429459572089955,0.017488254053434623,120.74954040021609,TN5000,data_raw/TN5000_forReview/JPEGImages\000095.jpg
718,500,0.6963788300835655,58.663476323119774,46.361018044848116,26.0,51.0,84.0,6.79872939597766,0.03506035781465302,140.83100118793914,TN5000,data_raw/TN5000_forReview/JPEGImages\000096.jpg
718,500,0.6963788300835655,55.59413370473538,47.16390837337127,19.0,45.0,81.0,6.8187113385130775,0.030051735269702586,121.77919761042898,TN5000,data_raw/TN5000_forReview/JPEGImages\000097.jpg
718,500,0.6963788300835655,58.8000139275766,47.708218693627884,24.0,48.0,87.0,6.8039006667267055,0.031700779522783364,124.45092353746308,TN5000,data_raw/TN5000_forReview/JPEGImages\000098.jpg
498,429,0.8614457831325302,54.153555948736674,40.09193304737693,23.0,52.0,80.0,6.709124387417718,0.02739333195434288,202.85404594369487,TN5000,data_raw/TN5000_forReview/JPEGImages\000099.jpg
498,429,0.8614457831325302,40.08133700302375,35.13154134570467,13.0,32.0,60.0,6.4262039599821925,0.012866921153086745,105.57818715991715,TN5000,data_raw/TN5000_forReview/JPEGImages\000100.jpg
818,628,0.7677261613691931,37.57603405852397,48.28351013116735,0.0,14.0,66.0,5.543336509319753,0.019679498066407813,245.6842369024303,TN5000,data_raw/TN5000_forReview/JPEGImages\000101.jpg
818,628,0.7677261613691931,43.49974304268606,44.47220221907315,1.0,32.0,74.0,6.264815043424088,0.014582467072320839,271.1903295942024,TN5000,data_raw/TN5000_forReview/JPEGImages\000102.jpg
718,500,0.6963788300835655,45.587,43.90513477908204,11.0,31.0,78.0,6.305498869240605,0.018337931092310144,122.79200049665272,TN5000,data_raw/TN5000_forReview/JPEGImages\000103.jpg
818,628,0.7677261613691931,62.22619640882687,68.44210950713592,0.0,35.0,117.0,5.98799114056288,0.022070866495268994,219.9495638546202,TN5000,data_raw/TN5000_forReview/JPEGImages\000104.jpg
718,500,0.6963788300835655,47.73946796657382,50.528938650692126,6.0,19.0,89.0,6.528215178193792,0.014310350128429803,110.29446458238469,TN5000,data_raw/TN5000_forReview/JPEGImages\000105.jpg
439,368,0.8382687927107062,85.97184188372783,54.543581619739975,43.0,81.0,126.0,7.197436344013288,0.03937889589787615,135.46747466692318,TN5000,data_raw/TN5000_forReview/JPEGImages\000106.jpg
439,368,0.8382687927107062,87.13954020996336,54.240255752246156,44.0,81.0,131.0,7.110233312433135,0.03433366926704241,123.0293972634108,TN5000,data_raw/TN5000_forReview/JPEGImages\000107.jpg
718,500,0.6963788300835655,54.075977715877436,56.5312081737307,8.0,27.0,100.0,6.492859370791065,0.021563349851725765,132.1638645482831,TN5000,data_raw/TN5000_forReview/JPEGImages\000108.jpg
718,500,0.6963788300835655,57.670013927576605,57.42459338426347,10.0,38.0,100.0,6.592097085283705,0.02325431895869843,118.22135679726723,TN5000,data_raw/TN5000_forReview/JPEGImages\000109.jpg
718,500,0.6963788300835655,52.78557381615599,44.09545826090234,16.0,46.0,78.0,6.8794591727045535,0.013849176735619076,98.50384527371236,TN5000,data_raw/TN5000_forReview/JPEGImages\000110.jpg
718,500,0.6963788300835655,43.82359610027855,49.31132923432873,6.0,16.0,81.0,6.477798547963406,0.014335505040764933,113.51510575322894,TN5000,data_raw/TN5000_forReview/JPEGImages\000111.jpg
718,500,0.6963788300835655,44.07689136490251,48.49374153373654,7.0,16.0,83.0,6.473209331457691,0.014025261121964989,115.54061250853097,TN5000,data_raw/TN5000_forReview/JPEGImages\000112.jpg
718,500,0.6963788300835655,56.1146991643454,58.31974543507068,6.0,30.0,104.0,6.788765045937863,0.019531391933099114,122.22836611076225,TN5000,data_raw/TN5000_forReview/JPEGImages\000113.jpg
718,500,0.6963788300835655,72.7158356545961,57.141936216584696,22.0,67.0,113.0,7.211445692019574,0.023556177906719995,122.69762491462558,TN5000,data_raw/TN5000_forReview/JPEGImages\000114.jpg
718,500,0.6963788300835655,69.65929805013927,35.67141955232144,39.0,69.0,95.0,7.065662963310768,0.027044325750524758,134.85229930174046,TN5000,data_raw/TN5000_forReview/JPEGImages\000115.jpg
718,500,0.6963788300835655,67.88766016713092,35.261486456411774,38.0,65.0,92.0,7.028193947728552,0.025275096916287248,125.9460674321212,TN5000,data_raw/TN5000_forReview/JPEGImages\000116.jpg
718,500,0.6963788300835655,50.01164902506964,45.53225760584046,8.0,41.0,85.0,6.772281732178982,0.007124430171360853,54.87278171497938,TN5000,data_raw/TN5000_forReview/JPEGImages\000117.jpg
718,500,0.6963788300835655,42.41139832869081,44.49097832740202,8.0,22.0,68.0,6.7009871189979835,0.007325669470041897,55.17581203910657,TN5000,data_raw/TN5000_forReview/JPEGImages\000118.jpg
718,500,0.6963788300835655,40.54063231197772,43.559547284150945,7.0,17.0,70.0,6.578057835029305,0.004874463012496401,35.61817334763513,TN5000,data_raw/TN5000_forReview/JPEGImages\000119.jpg
718,500,0.6963788300835655,58.45346796657382,50.72590885532594,13.0,48.0,90.0,7.193988608354193,0.011711009187132982,64.14986112210931,TN5000,data_raw/TN5000_forReview/JPEGImages\000120.jpg
818,628,0.7677261613691931,51.96015409652251,54.742339293355464,3.0,27.0,98.0,6.6301094805657375,0.023363181515600507,237.65796678182255,TN5000,data_raw/TN5000_forReview/JPEGImages\000121.jpg
818,628,0.7677261613691931,37.31740846869014,42.579454276608004,2.0,19.0,66.0,6.220300298047517,0.017965521347599555,251.3558267436039,TN5000,data_raw/TN5000_forReview/JPEGImages\000122.jpg
818,628,0.7677261613691931,43.988041751670224,48.439174787857446,3.0,26.0,72.0,6.486635459414708,0.022728736830392438,273.30149602995164,TN5000,data_raw/TN5000_forReview/JPEGImages\000123.jpg
818,628,0.7677261613691931,54.39758304393192,55.79086154524447,4.0,35.0,95.0,6.794993297248707,0.02246519826884447,242.61634880198622,TN5000,data_raw/TN5000_forReview/JPEGImages\000124.jpg
439,368,0.8382687927107062,66.8810042586907,49.558420009334554,8.0,67.0,101.0,6.256832878119495,0.03544100630808854,132.23559066371843,TN5000,data_raw/TN5000_forReview/JPEGImages\000125.jpg
439,368,0.8382687927107062,53.891316727740914,46.95438723281817,7.0,46.0,86.0,6.174288724543306,0.033618254886591266,112.4056942154642,TN5000,data_raw/TN5000_forReview/JPEGImages\000126.jpg
439,368,0.8382687927107062,57.03407571555908,49.78887792361813,7.0,45.0,93.0,6.307665638697876,0.039752155574633276,130.22106682643084,TN5000,data_raw/TN5000_forReview/JPEGImages\000127.jpg
439,368,0.8382687927107062,80.47930078241062,36.042761375962684,59.0,78.0,98.0,7.084723709814181,0.024181006059248753,101.33323068611507,TN5000,data_raw/TN5000_forReview/JPEGImages\000128.jpg
439,368,0.8382687927107062,55.893569872239276,45.38944501293389,18.0,46.0,83.0,7.005933854551774,0.02555584586863748,137.865025598952,TN5000,data_raw/TN5000_forReview/JPEGImages\000129.jpg
718,500,0.6963788300835655,56.5918495821727,58.44276993372337,8.0,26.0,104.0,6.762927970701943,0.013751352076538013,76.35146138884053,TN5000,data_raw/TN5000_forReview/JPEGImages\000130.jpg
718,500,0.6963788300835655,52.85366295264624,58.209434837760824,7.0,23.0,95.0,6.736505109209906,0.019685116397369355,94.28890361312612,TN5000,data_raw/TN5000_forReview/JPEGImages\000131.jpg
718,500,0.6963788300835655,55.90716991643454,59.651360773964015,7.0,20.0,102.0,6.694685754250628,0.014939222936808065,97.33254849950211,TN5000,data_raw/TN5000_forReview/JPEGImages\000132.jpg
718,500,0.6963788300835655,60.19249860724234,55.20595240601337,7.0,56.0,100.0,7.011613111873975,0.006794621320744697,54.56740011017509,TN5000,data_raw/TN5000_forReview/JPEGImages\000133.jpg
718,500,0.6963788300835655,59.5608495821727,58.35512400711229,6.0,41.0,106.0,6.941310296694085,0.006889650989566301,51.38062854825879,TN5000,data_raw/TN5000_forReview/JPEGImages\000134.jpg
718,500,0.6963788300835655,59.5608495821727,58.35512400711229,6.0,41.0,106.0,6.941310296694085,0.006889650989566301,51.38062854825879,TN5000,data_raw/TN5000_forReview/JPEGImages\000135.jpg
718,500,0.6963788300835655,61.02301114206128,60.19195864506425,6.0,36.0,118.0,6.859060505175332,0.006378167772085315,46.40491268643049,TN5000,data_raw/TN5000_forReview/JPEGImages\000136.jpg
718,500,0.6963788300835655,78.02856545961002,53.589051132528105,34.0,71.0,111.0,7.575465056152645,0.009642716395133363,57.80110095251383,TN5000,data_raw/TN5000_forReview/JPEGImages\000137.jpg
718,500,0.6963788300835655,74.0606573816156,56.560582530323366,20.0,69.0,115.0,7.491707309901092,0.006534687226615015,48.91969268060339,TN5000,data_raw/TN5000_forReview/JPEGImages\000138.jpg
718,500,0.6963788300835655,67.95243175487465,50.115141037589495,26.0,56.0,106.0,7.413122296517992,0.004203665350226255,43.6504568876194,TN5000,data_raw/TN5000_forReview/JPEGImages\000139.jpg
718,500,0.6963788300835655,71.06135376044568,52.71295249807459,33.0,63.0,103.0,7.30128086276968,0.010682452771652091,67.67351655268608,TN5000,data_raw/TN5000_forReview/JPEGImages\000140.jpg
